"id","name","code","user_type_id/id","group_id/id","chart_template_id/id","tax_ids/id","reconcile","note"
"pcg_1011","Capital souscrit, non appelé","1011","account.data_account_type_equity","l10n_ohada.gc_101","l10n_ohada.ohada_chart_template",,,
"pcg_1012","Capital souscrit, appelé, non versé","1012","account.data_account_type_equity","l10n_ohada.gc_101","l10n_ohada.ohada_chart_template",,,
"pcg_1013","Capital souscrit, appelé, versé, non amorti","1013","account.data_account_type_equity","l10n_ohada.gc_101","l10n_ohada.ohada_chart_template",,,
"pcg_1014","Capital souscrit, appelé, versé, amorti","1014","account.data_account_type_equity","l10n_ohada.gc_101","l10n_ohada.ohada_chart_template",,,
"pcg_1018","Capital souscrit soumis à des conditions particulières","1018","account.data_account_type_equity","l10n_ohada.gc_101","l10n_ohada.ohada_chart_template",,,
"pcg_1021","Dotation initiale","1021","account.data_account_type_equity","l10n_ohada.gc_102","l10n_ohada.ohada_chart_template",,,
"pcg_1022","Dotations complémentaires","1022","account.data_account_type_equity","l10n_ohada.gc_102","l10n_ohada.ohada_chart_template",,,
"pcg_1028","Autres dotations","1028","account.data_account_type_equity","l10n_ohada.gc_102","l10n_ohada.ohada_chart_template",,,
"pcg_103","CAPITAL PERSONNEL","103","account.data_account_type_equity","l10n_ohada.gc_10","l10n_ohada.ohada_chart_template",,,
"pcg_1041","Apports temporaires","1041","account.data_account_type_equity","l10n_ohada.gc_104","l10n_ohada.ohada_chart_template",,,
"pcg_1042","Opérations courantes","1042","account.data_account_type_equity","l10n_ohada.gc_104","l10n_ohada.ohada_chart_template",,,
"pcg_1043","Rémunérations, impôts et autres charges personnelles","1043","account.data_account_type_equity","l10n_ohada.gc_104","l10n_ohada.ohada_chart_template",,,
"pcg_1047","Prélèvements d’autoconsommation","1047","account.data_account_type_equity","l10n_ohada.gc_104","l10n_ohada.ohada_chart_template",,,
"pcg_1048","Autres prélèvements","1048","account.data_account_type_equity","l10n_ohada.gc_104","l10n_ohada.ohada_chart_template",,,
"pcg_1051","Primes d'émission","1051","account.data_account_type_equity","l10n_ohada.gc_105","l10n_ohada.ohada_chart_template",,,
"pcg_1052","Primes d'apport","1052","account.data_account_type_equity","l10n_ohada.gc_105","l10n_ohada.ohada_chart_template",,,
"pcg_1053","Primes de fusion","1053","account.data_account_type_equity","l10n_ohada.gc_105","l10n_ohada.ohada_chart_template",,,
"pcg_1054","Primes de conversion","1054","account.data_account_type_equity","l10n_ohada.gc_105","l10n_ohada.ohada_chart_template",,,
"pcg_1058","Autres primes","1058","account.data_account_type_equity","l10n_ohada.gc_105","l10n_ohada.ohada_chart_template",,,
"pcg_1061","Écarts de réévaluation légale","1061","account.data_account_type_equity","l10n_ohada.gc_106","l10n_ohada.ohada_chart_template",,,
"pcg_1062","Écarts de réévaluation libre","1062","account.data_account_type_equity","l10n_ohada.gc_106","l10n_ohada.ohada_chart_template",,,
"pcg_109","ACTIONNAIRES, CAPITAL SOUSCRIT, NON APPELÉ","109","account.data_account_type_equity","l10n_ohada.gc_10","l10n_ohada.ohada_chart_template",,,
"pcg_111","RÉSERVE LÉGALE","111","account.data_account_type_equity","l10n_ohada.gc_11","l10n_ohada.ohada_chart_template",,,
"pcg_112","RÉSERVES STATUTAIRES OU CONTRACTUELLES","112","account.data_account_type_equity","l10n_ohada.gc_11","l10n_ohada.ohada_chart_template",,,
"pcg_1131","Réserves de plus-values nettes à long terme","1131","account.data_account_type_equity","l10n_ohada.gc_113","l10n_ohada.ohada_chart_template",,,
"pcg_1133","Réserves consécutives à l'octroi de subventions d'investissement","1133","account.data_account_type_equity","l10n_ohada.gc_113","l10n_ohada.ohada_chart_template",,,
"pcg_1138","Autres réserves réglementées","1138","account.data_account_type_equity","l10n_ohada.gc_113","l10n_ohada.ohada_chart_template",,,
"pcg_1181","Réserves facultatives","1181","account.data_account_type_equity","l10n_ohada.gc_118","l10n_ohada.ohada_chart_template",,,
"pcg_1188","Réserves diverses","1188","account.data_account_type_equity","l10n_ohada.gc_118","l10n_ohada.ohada_chart_template",,,
"pcg_121","REPORT À NOUVEAU CRÉDITEUR","121","account.data_account_type_current_liabilities","l10n_ohada.gc_12","l10n_ohada.ohada_chart_template",,,
"pcg_1291","Perte nette à reporter","1291","account.data_account_type_current_liabilities","l10n_ohada.gc_129","l10n_ohada.ohada_chart_template",,,
"pcg_1292","Perte - Amortissements réputés différés","1292","account.data_account_type_current_liabilities","l10n_ohada.gc_129","l10n_ohada.ohada_chart_template",,,
"pcg_1301","Résultat en instance d'affectation : Bénéfice","1301","account.data_unaffected_earnings","l10n_ohada.gc_130","l10n_ohada.ohada_chart_template",,,
"pcg_1309","Résultat en instance d'affectation : Perte","1309","account.data_account_type_current_liabilities","l10n_ohada.gc_130","l10n_ohada.ohada_chart_template",,,
"pcg_131","RÉSULTAT NET : BÉNÉFICE","131","account.data_account_type_current_liabilities","l10n_ohada.gc_13","l10n_ohada.ohada_chart_template",,,
"pcg_1321","Marge brute sur marchandises","1321","account.data_account_type_equity","l10n_ohada.gc_132","l10n_ohada.ohada_chart_template",,,
"pcg_1322","Marge brute sur matières","1322","account.data_account_type_equity","l10n_ohada.gc_132","l10n_ohada.ohada_chart_template",,,
"pcg_133","VALEUR AJOUTÉE (V.A.)","133","account.data_account_type_equity","l10n_ohada.gc_13","l10n_ohada.ohada_chart_template",,,
"pcg_134","EXCÉDENT BRUT D'EXPLOITATION (E.B.E.)","134","account.data_account_type_equity","l10n_ohada.gc_13","l10n_ohada.ohada_chart_template",,,
"pcg_135","RÉSULTAT D'EXPLOITATION (R.E.)","135","account.data_account_type_equity","l10n_ohada.gc_13","l10n_ohada.ohada_chart_template",,,
"pcg_136","RÉSULTAT FINANCIER (R.F.)","136","account.data_account_type_equity","l10n_ohada.gc_13","l10n_ohada.ohada_chart_template",,,
"pcg_137","RÉSULTAT DES ACTIVITÉS ORDINAIRES (R.A.O.)","137","account.data_account_type_equity","l10n_ohada.gc_13","l10n_ohada.ohada_chart_template",,,
"pcg_138","RÉSULTAT HORS ACTIVITÉS ORDINAIRES (R.H.A.O.)","138","account.data_account_type_equity","l10n_ohada.gc_13","l10n_ohada.ohada_chart_template",,,
"pcg_1381","Résultat de fusion","1381","account.data_account_type_equity","l10n_ohada.gc_138","l10n_ohada.ohada_chart_template",,,
"pcg_1382","Résultat d'apport partiel d'actif","1382","account.data_account_type_equity","l10n_ohada.gc_138","l10n_ohada.ohada_chart_template",,,
"pcg_1383","Résultat de scission","1383","account.data_account_type_equity","l10n_ohada.gc_138","l10n_ohada.ohada_chart_template",,,
"pcg_1384","Résultat de liquidation","1384","account.data_account_type_equity","l10n_ohada.gc_138","l10n_ohada.ohada_chart_template",,,
"pcg_139","RÉSULTAT NET : PERTE","139","account.data_account_type_current_liabilities","l10n_ohada.gc_13","l10n_ohada.ohada_chart_template",,,
"pcg_141","SUBVENTIONS D'ÉQUIPEMENT","141","account.data_account_type_current_liabilities","l10n_ohada.gc_14","l10n_ohada.ohada_chart_template",,,
"pcg_1411","État","1411","account.data_account_type_current_liabilities","l10n_ohada.gc_141","l10n_ohada.ohada_chart_template",,,
"pcg_1412","Régions","1412","account.data_account_type_current_liabilities","l10n_ohada.gc_141","l10n_ohada.ohada_chart_template",,,
"pcg_1413","Départements","1413","account.data_account_type_current_liabilities","l10n_ohada.gc_141","l10n_ohada.ohada_chart_template",,,
"pcg_1414","Communes et collectivités publiques décentralisées","1414","account.data_account_type_current_liabilities","l10n_ohada.gc_141","l10n_ohada.ohada_chart_template",,,
"pcg_1415","Entreprises publiques ou mixtes","1415","account.data_account_type_current_liabilities","l10n_ohada.gc_141","l10n_ohada.ohada_chart_template",,,
"pcg_1416","Entreprises et organismes privés","1416","account.data_account_type_current_liabilities","l10n_ohada.gc_141","l10n_ohada.ohada_chart_template",,,
"pcg_1417","Organismes internationaux","1417","account.data_account_type_current_liabilities","l10n_ohada.gc_141","l10n_ohada.ohada_chart_template",,,
"pcg_1418","Autres","1418","account.data_account_type_current_liabilities","l10n_ohada.gc_141","l10n_ohada.ohada_chart_template",,,
"pcg_148","AUTRES SUBVENTIONS D'INVESTISSEMENT","148","account.data_account_type_current_liabilities","l10n_ohada.gc_14","l10n_ohada.ohada_chart_template",,,
"pcg_151","AMORTISSEMENTS DÉROGATOIRES","151","account.data_account_type_current_liabilities","l10n_ohada.gc_15","l10n_ohada.ohada_chart_template",,,
"pcg_152","PLUS-VALUES DE CESSION À RÉINVESTIR","152","account.data_account_type_current_liabilities","l10n_ohada.gc_15","l10n_ohada.ohada_chart_template",,,
"pcg_1531","Fonds National","1531","account.data_account_type_current_liabilities","l10n_ohada.gc_153","l10n_ohada.ohada_chart_template",,,
"pcg_1532","Prélèvement pour le Budget","1532","account.data_account_type_current_liabilities","l10n_ohada.gc_153","l10n_ohada.ohada_chart_template",,,
"pcg_154","PROVISION SPÉCIALE DE RÉÉVALUATION","154","account.data_account_type_current_liabilities","l10n_ohada.gc_15","l10n_ohada.ohada_chart_template",,,
"pcg_1551","Reconstitution des gisements miniers et pétroliers","1551","account.data_account_type_current_liabilities","l10n_ohada.gc_155","l10n_ohada.ohada_chart_template",,,
"pcg_1561","Hausse de prix","1561","account.data_account_type_current_liabilities","l10n_ohada.gc_156","l10n_ohada.ohada_chart_template",,,
"pcg_1562","Fluctuation des cours","1562","account.data_account_type_current_liabilities","l10n_ohada.gc_156","l10n_ohada.ohada_chart_template",,,
"pcg_157","PROVISIONS POUR INVESTISSEMENT","157","account.data_account_type_current_liabilities","l10n_ohada.gc_15","l10n_ohada.ohada_chart_template",,,
"pcg_158","AUTRES PROVISIONS ET FONDS RÉGLEMENTES","158","account.data_account_type_current_liabilities","l10n_ohada.gc_15","l10n_ohada.ohada_chart_template",,,
"pcg_1611","Emprunts obligataires ordinaires","1611","account.data_account_type_current_liabilities","l10n_ohada.gc_161","l10n_ohada.ohada_chart_template",,,
"pcg_1612","Emprunts obligataires convertibles en actions","1612","account.data_account_type_current_liabilities","l10n_ohada.gc_161","l10n_ohada.ohada_chart_template",,,
"pcg_1613","Emprunts obligataires remboursables en actions","1613","account.data_account_type_current_liabilities","l10n_ohada.gc_161","l10n_ohada.ohada_chart_template",,,
"pcg_1618","Autres emprunts obligataires","1618","account.data_account_type_current_liabilities","l10n_ohada.gc_161","l10n_ohada.ohada_chart_template",,,
"pcg_162","EMPRUNTS ET DETTES AUPRÈS DES ÉTABLISSEMENTS DE CRÉDIT","162","account.data_account_type_current_liabilities","l10n_ohada.gc_16","l10n_ohada.ohada_chart_template",,,
"pcg_163","AVANCES REÇUES DE L'ÉTAT","163","account.data_account_type_current_liabilities","l10n_ohada.gc_16","l10n_ohada.ohada_chart_template",,,
"pcg_164","AVANCES REÇUES ET COMPTES COURANTS BLOQUÉS","164","account.data_account_type_current_liabilities","l10n_ohada.gc_16","l10n_ohada.ohada_chart_template",,,
"pcg_1651","Dépôts","1651","account.data_account_type_current_liabilities","l10n_ohada.gc_165","l10n_ohada.ohada_chart_template",,,
"pcg_1652","Cautionnements","1652","account.data_account_type_current_liabilities","l10n_ohada.gc_165","l10n_ohada.ohada_chart_template",,,
"pcg_166","INTÉRÊTS COURUS","166","account.data_account_type_current_liabilities","l10n_ohada.gc_16","l10n_ohada.ohada_chart_template",,,
"pcg_1661","sur emprunts obligataires","1661","account.data_account_type_current_liabilities","l10n_ohada.gc_166","l10n_ohada.ohada_chart_template",,,
"pcg_1662","sur emprunts et dettes auprès des établissements de crédit","1662","account.data_account_type_current_liabilities","l10n_ohada.gc_166","l10n_ohada.ohada_chart_template",,,
"pcg_1663","sur avances reçues de l'État","1663","account.data_account_type_current_liabilities","l10n_ohada.gc_166","l10n_ohada.ohada_chart_template",,,
"pcg_1664","sur avances reçues et comptes courants bloqués","1664","account.data_account_type_current_liabilities","l10n_ohada.gc_166","l10n_ohada.ohada_chart_template",,,
"pcg_1665","sur dépôts et cautionnements reçus","1665","account.data_account_type_current_liabilities","l10n_ohada.gc_166","l10n_ohada.ohada_chart_template",,,
"pcg_1667","sur avances assorties de conditions particulières","1667","account.data_account_type_current_liabilities","l10n_ohada.gc_166","l10n_ohada.ohada_chart_template",,,
"pcg_1668","sur autres emprunts et dettes","1668","account.data_account_type_current_liabilities","l10n_ohada.gc_166","l10n_ohada.ohada_chart_template",,,
"pcg_1671","Avances bloquées pour augmentation du capital","1671","account.data_account_type_current_liabilities","l10n_ohada.gc_167","l10n_ohada.ohada_chart_template",,,
"pcg_1672","Avances conditionnées par l'État","1672","account.data_account_type_current_liabilities","l10n_ohada.gc_167","l10n_ohada.ohada_chart_template",,,
"pcg_1673","Avances conditionnées par les autres organismes africains","1673","account.data_account_type_current_liabilities","l10n_ohada.gc_167","l10n_ohada.ohada_chart_template",,,
"pcg_1674","Avances conditionnées par les organismes internationaux","1674","account.data_account_type_current_liabilities","l10n_ohada.gc_167","l10n_ohada.ohada_chart_template",,,
"pcg_1681","Rentes viagères capitalisées","1681","account.data_account_type_current_liabilities","l10n_ohada.gc_168","l10n_ohada.ohada_chart_template",,,
"pcg_1682","Billets de fonds","1682","account.data_account_type_current_liabilities","l10n_ohada.gc_168","l10n_ohada.ohada_chart_template",,,
"pcg_1683","Dettes consécutives à des titres empruntés","1683","account.data_account_type_current_liabilities","l10n_ohada.gc_168","l10n_ohada.ohada_chart_template",,,
"pcg_1684","Emprunts participatifs","1684","account.data_account_type_current_liabilities","l10n_ohada.gc_168","l10n_ohada.ohada_chart_template",,,
"pcg_1685","Participation des travailleurs aux bénéfices","1685","account.data_account_type_current_liabilities","l10n_ohada.gc_168","l10n_ohada.ohada_chart_template",,,
"pcg_1686","Emprunts et dettes contractés auprès des autres tiers","1686","account.data_account_type_current_liabilities","l10n_ohada.gc_168","l10n_ohada.ohada_chart_template",,,
"pcg_172","DETTES DE LOCATION ACQUISITION / CRÉDIT-BAIL IMMOBILIER","172","account.data_account_type_current_liabilities","l10n_ohada.gc_17","l10n_ohada.ohada_chart_template",,,
"pcg_173","DETTES DE LOCATION ACQUISITION / CRÉDIT-BAIL MOBILIER","173","account.data_account_type_current_liabilities","l10n_ohada.gc_17","l10n_ohada.ohada_chart_template",,,
"pcg_174","DETTES DE LOCATION ACQUISITION / LOCATION DE VENTE","174","account.data_account_type_current_liabilities","l10n_ohada.gc_17","l10n_ohada.ohada_chart_template",,,
"pcg_1762","sur dettes de location acquisition / crédit-bail immobilier","1762","account.data_account_type_current_liabilities","l10n_ohada.gc_176","l10n_ohada.ohada_chart_template",,,
"pcg_1763","sur dettes de location acquisition / crédit-bail mobilier","1763","account.data_account_type_current_liabilities","l10n_ohada.gc_176","l10n_ohada.ohada_chart_template",,,
"pcg_1764","sur autres dettes de location acquisition / location vente","1764","account.data_account_type_current_liabilities","l10n_ohada.gc_176","l10n_ohada.ohada_chart_template",,,
"pcg_1768","sur autres dettes de location acquisition","1768","account.data_account_type_current_liabilities","l10n_ohada.gc_176","l10n_ohada.ohada_chart_template",,,
"pcg_178","AUTRES DETTES DE LOCATON ACQUISITION","178","account.data_account_type_current_liabilities","l10n_ohada.gc_17","l10n_ohada.ohada_chart_template",,,
"pcg_1811","Dettes liées à des participations (groupe)","1811","account.data_account_type_current_liabilities","l10n_ohada.gc_181","l10n_ohada.ohada_chart_template",,,
"pcg_1812","Dettes liées à des participations (hors groupe)","1812","account.data_account_type_current_liabilities","l10n_ohada.gc_181","l10n_ohada.ohada_chart_template",,,
"pcg_182","DETTES LIÉES À DES SOCIÉTÉS EN PARTICIPATION","182","account.data_account_type_current_liabilities","l10n_ohada.gc_18","l10n_ohada.ohada_chart_template",,,
"pcg_183","INTÉRÊTS COURUS SUR DETTES LIÉES À DES PARTICIPATIONS","183","account.data_account_type_current_liabilities","l10n_ohada.gc_18","l10n_ohada.ohada_chart_template",,,
"pcg_184","COMPTES PERMANENTS BLOQUÉS DES ÉTABLISSEMENTS ET SUCCURSALES","184","account.data_account_type_current_liabilities","l10n_ohada.gc_18","l10n_ohada.ohada_chart_template",,,
"pcg_185","COMPTES PERMANENTS NON BLOQUÉS DES ÉTABLISSEMENTS ET SUCCURSALES","185","account.data_account_type_current_liabilities","l10n_ohada.gc_18","l10n_ohada.ohada_chart_template",,,
"pcg_186","COMPTES DE LIAISON CHARGES","186","account.data_account_type_current_liabilities","l10n_ohada.gc_18","l10n_ohada.ohada_chart_template",,,
"pcg_187","COMPTES DE LIAISON PRODUITS","187","account.data_account_type_current_liabilities","l10n_ohada.gc_18","l10n_ohada.ohada_chart_template",,,
"pcg_188","COMPTES DE LIAISON DES SOCIÉTÉS EN PARTICIPATION","188","account.data_account_type_current_liabilities","l10n_ohada.gc_18","l10n_ohada.ohada_chart_template",,,
"pcg_191","PROVISIONS POUR LITIGES","191","account.data_account_type_current_liabilities","l10n_ohada.gc_19","l10n_ohada.ohada_chart_template",,,
"pcg_192","PROVISIONS POUR GARANTIES DONNÉES AUX CLIENTS","192","account.data_account_type_current_liabilities","l10n_ohada.gc_19","l10n_ohada.ohada_chart_template",,,
"pcg_193","PROVISIONS POUR PERTES SUR MARCHÉS À ACHÈVEMENT FUTUR","193","account.data_account_type_current_liabilities","l10n_ohada.gc_19","l10n_ohada.ohada_chart_template",,,
"pcg_194","PROVISIONS POUR PERTES DE CHANGE","194","account.data_account_type_current_liabilities","l10n_ohada.gc_19","l10n_ohada.ohada_chart_template",,,
"pcg_195","PROVISIONS POUR IMPÔTS","195","account.data_account_type_current_liabilities","l10n_ohada.gc_19","l10n_ohada.ohada_chart_template",,,
"pcg_1961","Provisions pour pensions et obligations similaires - engagements de retraite","1961","account.data_account_type_current_liabilities","l10n_ohada.gc_196","l10n_ohada.ohada_chart_template",,,
"pcg_1962","Actif du régime de retraite","1962","account.data_account_type_current_liabilities","l10n_ohada.gc_196","l10n_ohada.ohada_chart_template",,,
"pcg_197","PROVISIONS POUR RESTRUCTURATION","197","account.data_account_type_current_liabilities","l10n_ohada.gc_19","l10n_ohada.ohada_chart_template",,,
"pcg_1981","Provisions pour amendes et pénalités","1981","account.data_account_type_current_liabilities","l10n_ohada.gc_198","l10n_ohada.ohada_chart_template",,,
"pcg_1983","Provisions de propre assureur","1983","account.data_account_type_current_liabilities","l10n_ohada.gc_198","l10n_ohada.ohada_chart_template",,,
"pcg_1984","Provisions pour démantèlement et remises en état(*)","1984","account.data_account_type_current_liabilities","l10n_ohada.gc_198","l10n_ohada.ohada_chart_template",,,"(*) FACT - ref. FF et FG du TFT: ce compte n'est pas lu par les états financiers SYSCOHADA. Veuillez utiliser les sous-comptes pour distinguer les immobilisations corporelles des incorporelles"
"pcg_19841","Provisions pour démantèlement et remises en état - immobilisations incorporelles","19841","account.data_account_type_current_liabilities","l10n_ohada.gc_198","l10n_ohada.ohada_chart_template",,,
"pcg_19842","Provisions pour démantèlement et remises en état - immobilisations corporelles","19842","account.data_account_type_current_liabilities","l10n_ohada.gc_198","l10n_ohada.ohada_chart_template",,,
"pcg_1985","Provisions pour droits à réduction ou avantages en nature (Chèque, cadeaux, cartes de fidélité)","1985","account.data_account_type_current_liabilities","l10n_ohada.gc_198","l10n_ohada.ohada_chart_template",,,
"pcg_1988","Provisions pour divers risques et charges","1988","account.data_account_type_current_liabilities","l10n_ohada.gc_198","l10n_ohada.ohada_chart_template",,,
"pcg_211","FRAIS DE RECHERCHE ET DE DÉVELOPPEMENT","211","account.data_account_type_non_current_assets","l10n_ohada.gc_21","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2121","Brevets","2121","account.data_account_type_non_current_assets","l10n_ohada.gc_212","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2122","Licences","2122","account.data_account_type_non_current_assets","l10n_ohada.gc_212","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2123","Concessions de service public","2123","account.data_account_type_non_current_assets","l10n_ohada.gc_212","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2128","Autres concessions et droits similaires","2128","account.data_account_type_non_current_assets","l10n_ohada.gc_212","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2131","Logiciels","2131","account.data_account_type_non_current_assets","l10n_ohada.gc_213","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2132","Sites Internet","2132","account.data_account_type_non_current_assets","l10n_ohada.gc_213","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_214","MARQUES","214","account.data_account_type_non_current_assets","l10n_ohada.gc_21","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_215","FONDS COMMERCIAL","215","account.data_account_type_non_current_assets","l10n_ohada.gc_21","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_216","DROIT AU BAIL","216","account.data_account_type_non_current_assets","l10n_ohada.gc_21","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_217","INVESTISSEMENTS DE CRÉATION","217","account.data_account_type_non_current_assets","l10n_ohada.gc_21","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2181","Frais de propection et d'évaluation de ressources minérales","2181","account.data_account_type_non_current_assets","l10n_ohada.gc_218","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2182","Coûts d'obtention du contrat","2182","account.data_account_type_non_current_assets","l10n_ohada.gc_218","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2183","Fichiers clients, notices, titres de journaux et magazines","2183","account.data_account_type_non_current_assets","l10n_ohada.gc_218","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2184","Coûts des franchises","2184","account.data_account_type_non_current_assets","l10n_ohada.gc_218","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2188","Divers droits et valeurs incorporelles","2188","account.data_account_type_non_current_assets","l10n_ohada.gc_218","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2191","Frais de développement","2191","account.data_account_type_non_current_assets","l10n_ohada.gc_219","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2193","Logiciels et Internet","2193","account.data_account_type_non_current_assets","l10n_ohada.gc_219","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2198","Autres droits et valeurs incorporels","2198","account.data_account_type_non_current_assets","l10n_ohada.gc_219","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2211","Terrains d'exploitation agricole","2211","account.data_account_type_current_assets","l10n_ohada.gc_221","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2212","Terrains d'exploitation forestière","2212","account.data_account_type_current_assets","l10n_ohada.gc_221","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2218","Autres terrains","2218","account.data_account_type_current_assets","l10n_ohada.gc_221","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2221","Terrains à bâtir","2221","account.data_account_type_current_assets","l10n_ohada.gc_222","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2228","Autres terrains nus","2228","account.data_account_type_current_assets","l10n_ohada.gc_222","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2231","pour bâtiments industriels et agricoles","2231","account.data_account_type_current_assets","l10n_ohada.gc_223","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2232","pour bâtiments administratifs et commerciaux","2232","account.data_account_type_current_assets","l10n_ohada.gc_223","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2234","pour bâtiments affectés aux autres opérations professionnelles","2234","account.data_account_type_current_assets","l10n_ohada.gc_223","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2235","pour bâtiments affectés aux autres opérations non professionnelles","2235","account.data_account_type_current_assets","l10n_ohada.gc_223","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2238","Autres terrains bâtis","2238","account.data_account_type_current_assets","l10n_ohada.gc_223","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2241","Plantation d'arbres et d'arbustes","2241","account.data_account_type_current_assets","l10n_ohada.gc_224","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2245","Amélioration du fonds","2245","account.data_account_type_current_assets","l10n_ohada.gc_224","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2248","Autres travaux","2248","account.data_account_type_current_assets","l10n_ohada.gc_224","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2251","Carrières","2251","account.data_account_type_current_assets","l10n_ohada.gc_225","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2261","Parkings","2261","account.data_account_type_current_assets","l10n_ohada.gc_226","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_227","TERRAINS MIS EN CONCESSION","227","account.data_account_type_current_assets","l10n_ohada.gc_22","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2281","Terrains des immeubles de placement","2281","account.data_account_type_current_assets","l10n_ohada.gc_228","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2285","Terrains des logements affectés au personnel","2285","account.data_account_type_current_assets","l10n_ohada.gc_228","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2286","Terrains de location-acquisition","2286","account.data_account_type_current_assets","l10n_ohada.gc_228","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2288","Autres terrains","2288","account.data_account_type_current_assets","l10n_ohada.gc_228","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2291","Terrains agricoles et forestiers","2291","account.data_account_type_current_assets","l10n_ohada.gc_229","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2292","Terrains nus","2292","account.data_account_type_current_assets","l10n_ohada.gc_229","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2295","Terrains de carrières-tréfonds","2295","account.data_account_type_current_assets","l10n_ohada.gc_229","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2298","Autres terrains","2298","account.data_account_type_current_assets","l10n_ohada.gc_229","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2311","Bâtiments industriels","2311","account.data_account_type_current_assets","l10n_ohada.gc_231","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
"pcg_2312","Bâtiments agricoles","2312","account.data_account_type_current_assets","l10n_ohada.gc_231","l10n_ohada.ohada_chart_template","l10n_ohada.tva_acq_18_purchase_immobilization",,
